"約定日","受渡日","コード","銘柄名","口座区分","市場","信用区分","弁済期限","取引","売買","約定数量(株/口)","約定単価(円)","約定代金(円)","手数料(円)","税金(円)","税区分","受渡金額(円)","諸費用(円)","金利(支払)(円)","金利(受取)(円)","逆日歩(支払)(円)","逆日歩(受取)(円)","特別空売り料(円)","貸株料(円)","事務管理費(円)(税抜)","名義書換料(円)(税抜)","建約定日","建単価(円)","建手数料(円)","建手数料消費税額(円)"
"2026/03/09 09:13:27","2026/03/11","1605","ＩＮＰＥＸ","特定","JAX","一般","1日","信用新規","買建","100","4,134.0","413,400","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:13:38","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","売埋","100","4,144.0","414,400","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:13:43","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,137.0","413,700","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:14:47","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,166.0","416,600","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:15:10","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,158.0","415,800","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:18:23","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,142.0","414,200","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:18:29","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,139.0","413,900","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:20:00","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,129.0","412,900","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:20:30","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,135.0","413,500","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:21:04","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,125.0","412,500","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:21:22","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,129.0","412,900","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:21:31","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,137.0","413,700","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:21:43","2026/03/11","1605","ＩＮＰＥＸ","特定","JAX","一般","1日","信用返済","買埋","100","4,146.0","414,600","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:25:34","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,108.0","410,800","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:26:14","2026/03/11","1605","ＩＮＰＥＸ","特定","JAX","一般","1日","信用返済","買埋","100","4,124.0","412,400","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:26:39","2026/03/11","1605","ＩＮＰＥＸ","特定","JAX","一般","1日","信用新規","売建","100","4,124.0","412,400","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:26:44","2026/03/11","1605","ＩＮＰＥＸ","特定","JAX","一般","1日","信用返済","買埋","100","4,133.0","413,300","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:27:43","2026/03/11","6040","日本スキー場開発","特定","JAX","一般","1日","信用返済","売埋","100","444.7","44,470","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:28:16","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,170.0","417,000","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:28:31","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,160.0","416,000","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:28:48","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,152.0","415,200","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:29:25","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,168.0","416,800","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:32:39","2026/03/11","8411","みずほフィナンシャルＧ","特定","東証","一般","1日","信用新規","売建","100","6,087.0","608,700","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:33:18","2026/03/11","8411","みずほフィナンシャルＧ","特定","東証","一般","1日","信用返済","買埋","100","6,100.0","610,000","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:36:20","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,165.0","416,500","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:36:59","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,163.0","416,300","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:38:44","2026/03/11","9984","ソフトバンクグループ","特定","東証","一般","1日","信用新規","売建","100","3,569.0","356,900","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:38:52","2026/03/11","9984","ソフトバンクグループ","特定","東証","一般","1日","信用返済","買埋","100","3,567.0","356,700","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:42:26","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,084.0","408,400","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:42:40","2026/03/11","1605","ＩＮＰＥＸ","特定","JAX","一般","1日","信用返済","買埋","100","4,091.9","409,190","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:49:53","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","買建","100","4,128.0","412,800","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:50:00","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","売埋","100","4,132.0","413,200","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:50:37","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,154.0","415,400","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:51:18","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,139.0","413,900","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:52:10","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,123.0","412,300","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:52:22","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,138.0","413,800","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:54:38","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,128.0","412,800","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:54:48","2026/03/11","1605","ＩＮＰＥＸ","特定","JAX","一般","1日","信用返済","買埋","100","4,136.8","413,680","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 09:59:49","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","200","4,159.0","831,800","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:00:02","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,157.0","415,700","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:00:03","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用返済","買埋","100","4,157.0","415,700","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:00:24","2026/03/11","1605","ＩＮＰＥＸ","特定","東証","一般","1日","信用新規","売建","100","4,166.0","416,600","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:03:12","2026/03/11","1605","ＩＮＰＥＸ","特定","JAX","一般","1日","信用返済","買埋","100","4,150.0","415,000","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:13:27","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用新規","買建","200","297.0","59,400","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:13:35","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","299.0","29,900","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:13:36","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","299.0","29,900","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:13:54","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用新規","買建","200","299.0","59,800","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:14:01","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","200","302.0","60,400","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:14:17","2026/03/11","4882","ペルセウスプロテオミクス","特定","JAX","一般","1日","信用新規","買建","100","302.0","30,200","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:14:17","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用新規","買建","900","302.0","271,800","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:05","2026/03/11","4882","ペルセウスプロテオミクス","特定","JAX","一般","1日","信用返済","売埋","100","300.1","30,010","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:05","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","301.0","30,100","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:13","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","302.0","30,200","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:13","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","302.0","30,200","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:22","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","302.0","30,200","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:23","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","302.0","30,200","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:23","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","302.0","30,200","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:23","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","302.0","30,200","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:27","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","303.0","30,300","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:15:31","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用返済","売埋","100","304.0","30,400","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:16:27","2026/03/11","4882","ペルセウスプロテオミクス","特定","東証","一般","1日","信用新規","買建","100","299.0","29,900","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026/03/09 10:16:45","2026/03/11","4882","ペルセウスプロテオミクス","特定","JAX","一般","1日","信用返済","売埋","100","299.0","29,900","-","-","源徴あり","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
